"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Kerala","Ernakulam","Perumbavoor","Pumpkin","Pumpkin","12/11/2019","1200","2200","1800"
"Kerala","Ernakulam","Perumbavoor","Snakeguard","Snakeguard","12/11/2019","2200","3200","2800"
"Kerala","Ernakulam","Perumbavoor","Tomato","Tomato","12/11/2019","1400","2400","1800"
"Kerala","Ernakulam","Thrippunithura","Amphophalus","Amphophalus","12/11/2019","3200","3800","3400"
"Kerala","Ernakulam","Thrippunithura","Ashgourd","Ashgourd","12/11/2019","3000","3800","3200"
"Kerala","Ernakulam","Thrippunithura","Banana","Palayamthodan","12/11/2019","1800","2800","2000"
"Kerala","Ernakulam","Thrippunithura","Banana","Poovan","12/11/2019","3000","3600","3400"
"Kerala","Ernakulam","Thrippunithura","Banana - Green","Banana - Green","12/11/2019","4000","4800","4200"
"Kerala","Ernakulam","Thrippunithura","Beetroot","Beetroot","12/11/2019","4300","6000","5000"
"Kerala","Ernakulam","Thrippunithura","Bhindi(Ladies Finger)","Bhindi","12/11/2019","4000","5800","4800"
"Kerala","Ernakulam","Thrippunithura","Bitter gourd","Bitter Gourd","12/11/2019","7000","7600","7200"
"Kerala","Ernakulam","Thrippunithura","Bottle gourd","Bottle Gourd","12/11/2019","2800","3200","3000"
"Kerala","Ernakulam","Thrippunithura","Brinjal","Brinjal","12/11/2019","5500","6500","6000"
"Kerala","Ernakulam","Thrippunithura","Cabbage","Cabbage","12/11/2019","3200","4000","3600"
"Kerala","Ernakulam","Thrippunithura","Capsicum","Capsicum","12/11/2019","7300","9300","8000"
"Kerala","Ernakulam","Thrippunithura","Carrot","Carrot","12/11/2019","5800","6800","6000"
"Kerala","Ernakulam","Thrippunithura","Cluster beans","Cluster Beans","12/11/2019","3800","4800","4000"
"Kerala","Ernakulam","Thrippunithura","Colacasia","Other","12/11/2019","4000","5000","4400"
"Kerala","Ernakulam","Thrippunithura","Cowpea(Veg)","Cowpea (Veg)","12/11/2019","5400","5800","5600"
"Kerala","Ernakulam","Thrippunithura","Cucumbar(Kheera)","Cucumbar","12/11/2019","2500","4000","3200"
"Kerala","Ernakulam","Thrippunithura","Drumstick","Drumstick","12/11/2019","24000","28000","26000"
"Kerala","Ernakulam","Thrippunithura","Ginger(Green)","Green Ginger","12/11/2019","8300","11000","9000"
"Kerala","Ernakulam","Thrippunithura","Green Chilli","Green Chilly","12/11/2019","4300","6000","5000"
"Kerala","Ernakulam","Thrippunithura","Indian Beans (Seam)","Other","12/11/2019","5200","6000","5400"
"Kerala","Ernakulam","Thrippunithura","Lemon","Other","12/11/2019","5500","7000","6000"
"Kerala","Ernakulam","Thrippunithura","Little gourd (Kundru)","Other","12/11/2019","5500","6000","5700"
"Kerala","Ernakulam","Thrippunithura","Mango (Raw-Ripe)","Mango - Raw-Ripe","12/11/2019","6000","6800","6200"
"Kerala","Ernakulam","Thrippunithura","Onion","Small","12/11/2019","7500","8000","7700"
"Kerala","Ernakulam","Thrippunithura","Pineapple","Pine Apple","12/11/2019","3000","3800","3400"
"Kerala","Ernakulam","Thrippunithura","Potato","Potato","12/11/2019","2800","3400","3200"
"Kerala","Ernakulam","Thrippunithura","Pumpkin","Pumpkin","12/11/2019","1800","2800","2000"
"Kerala","Ernakulam","Thrippunithura","Snakeguard","Snakeguard","12/11/2019","4600","6000","5200"
"Kerala","Ernakulam","Thrippunithura","Tomato","Tomato","12/11/2019","3200","3600","3400"
"Kerala","Idukki","Thodupuzha","Amaranthus","Other","12/11/2019","1600","1800","1800"
"Kerala","Idukki","Thodupuzha","Amphophalus","Other","12/11/2019","1400","1600","1600"
"Kerala","Idukki","Thodupuzha","Apple","Other","12/11/2019","6000","8000","7000"
"Kerala","Idukki","Thodupuzha","Arecanut(Betelnut/Supari)","Other","12/11/2019","19000","20000","19500"
"Kerala","Idukki","Thodupuzha","Ashgourd","Other","12/11/2019","800","1000","1000"
"Kerala","Idukki","Thodupuzha","Banana","Nendra Bale","12/11/2019","3400","3500","3500"
"Kerala","Idukki","Thodupuzha","Banana","Other","12/11/2019","3400","3500","3500"
"Kerala","Idukki","Thodupuzha","Banana","Palayamthodan","12/11/2019","1800","2000","2000"
"Kerala","Idukki","Thodupuzha","Banana","Poovan","12/11/2019","2200","2400","2400"
"Kerala","Idukki","Thodupuzha","Banana","Robusta","12/11/2019","1800","2000","2000"
"Kerala","Idukki","Thodupuzha","Banana - Green","Other","12/11/2019","2600","2800","2800"
"Kerala","Idukki","Thodupuzha","Beetroot","Other","12/11/2019","2400","2500","2500"
"Kerala","Idukki","Thodupuzha","Bhindi(Ladies Finger)","Other","12/11/2019","1800","2000","2000"
"Kerala","Idukki","Thodupuzha","Bitter gourd","Other","12/11/2019","4800","5000","5000"
"Kerala","Idukki","Thodupuzha","Black pepper","Garbled","12/11/2019","30500","31500","31000"
"Kerala","Idukki","Thodupuzha","Black pepper","Ungrabled","12/11/2019","27500","28500","28000"
"Kerala","Idukki","Thodupuzha","Brinjal","Other","12/11/2019","2800","3000","3000"
"Kerala","Idukki","Thodupuzha","Cabbage","Other","12/11/2019","2000","2200","2200"
"Kerala","Idukki","Thodupuzha","Cardamoms","Other","12/11/2019","180000","220000","200000"
"Kerala","Idukki","Thodupuzha","Carrot","Other","12/11/2019","4600","4800","4800"
"Kerala","Idukki","Thodupuzha","Cauliflower","Other","12/11/2019","3600","3800","3800"
"Kerala","Idukki","Thodupuzha","Cloves","Other","12/11/2019","65000","70000","70000"
"Kerala","Idukki","Thodupuzha","Coconut","Big","12/11/2019","1600","1800","1800"
"Kerala","Idukki","Thodupuzha","Coconut","Other","12/11/2019","3500","3600","3600"
"Kerala","Idukki","Thodupuzha","Coconut Oil","Other","12/11/2019","19300","19500","19500"
"Kerala","Idukki","Thodupuzha","Coffee","Other","12/11/2019","6200","6400","6400"
"Kerala","Idukki","Thodupuzha","Copra","other","12/11/2019","10400","10500","10500"
"Kerala","Idukki","Thodupuzha","Cowpea(Veg)","Other","12/11/2019","3600","3800","3800"
"Kerala","Idukki","Thodupuzha","Cucumbar(Kheera)","Cucumbar","12/11/2019","1000","1200","1200"
"Kerala","Idukki","Thodupuzha","Cucumbar(Kheera)","Other","12/11/2019","1600","1800","1800"
"Kerala","Idukki","Thodupuzha","Drumstick","Other","12/11/2019","10000","11000","11000"
"Kerala","Idukki","Thodupuzha","French Beans (Frasbean)","Other","12/11/2019","2200","2400","2400"
"Kerala","Idukki","Thodupuzha","Ginger(Green)","Other","12/11/2019","4800","5000","5000"
"Kerala","Idukki","Thodupuzha","Grapes","Black","12/11/2019","3800","4000","4000"
"Kerala","Idukki","Thodupuzha","Grapes","Green","12/11/2019","4200","4400","4400"
"Kerala","Idukki","Thodupuzha","Grapes","Other","12/11/2019","4200","4400","4400"
"Kerala","Idukki","Thodupuzha","Green Chilli","Other","12/11/2019","3200","3400","3400"
"Kerala","Idukki","Thodupuzha","Little gourd (Kundru)","Other","12/11/2019","3600","3800","3800"
"Kerala","Idukki","Thodupuzha","Mango (Raw-Ripe)","Other","12/11/2019","5200","5400","5400"
"Kerala","Idukki","Thodupuzha","Nutmeg","Other","12/11/2019","19000","21000","20000"
"Kerala","Idukki","Thodupuzha","Onion","Big","12/11/2019","6200","6400","6400"
"Kerala","Idukki","Thodupuzha","Onion","Small","12/11/2019","5800","6000","6000"
"Kerala","Idukki","Thodupuzha","Orange","Other","12/11/2019","4200","4300","4300"
"Kerala","Idukki","Thodupuzha","Potato","Other","12/11/2019","2200","2400","2400"
"Kerala","Idukki","Thodupuzha","Pumpkin","Other","12/11/2019","800","1000","1000"
"Kerala","Idukki","Thodupuzha","Rice","IR-8","12/11/2019","2700","2900","2900"
"Kerala","Idukki","Thodupuzha","Rice","Mataa Parboiled","12/11/2019","3800","4000","4000"
"Kerala","Idukki","Thodupuzha","Ridgeguard(Tori)","Other","12/11/2019","2800","3000","3000"
"Kerala","Idukki","Thodupuzha","Rubber","Other","12/11/2019","10400","10500","10500"
"Kerala","Idukki","Thodupuzha","Rubber","RSS-4","12/11/2019","12400","12500","12500"
"Kerala","Idukki","Thodupuzha","Snakeguard","Other","12/11/2019","3200","3400","3400"
"Kerala","Idukki","Thodupuzha","Tapioca","Other","12/11/2019","2000","2200","2200"
"Kerala","Idukki","Thodupuzha","Tomato","Other","12/11/2019","2200","2400","2400"
"Kerala","Idukki","Thodupuzha","Water Melon","Other","12/11/2019","1400","1600","1600"
"Kerala","Kannur","Irikkur","Arecanut(Betelnut/Supari)","Other","12/11/2019","24000","24000","24000"
"Kerala","Kannur","Irikkur","Banana","Other","12/11/2019","4500","4500","4500"
"Kerala","Kannur","Irikkur","Black pepper","Other","12/11/2019","30000","30000","30000"
"Kerala","Kannur","Irikkur","Rubber","Other","12/11/2019","12400","12400","12400"
"Kerala","Kannur","Payyannur","Amaranthus","Other","12/11/2019","2900","3100","3000"
"Kerala","Kannur","Payyannur","Arecanut(Betelnut/Supari)","Other","12/11/2019","21500","23500","22500"
"Kerala","Kannur","Payyannur","Ashgourd","Other","12/11/2019","2500","2700","2600"
"Kerala","Kannur","Payyannur","Banana","Other","12/11/2019","3500","3700","3600"
"Kerala","Kannur","Payyannur","Banana","Other","12/11/2019","3800","4000","3900"
"Kerala","Kannur","Payyannur","Banana","Other","12/11/2019","4100","4300","4200"
"Kerala","Kannur","Payyannur","Black pepper","Other","12/11/2019","26000","28000","27000"
"Kerala","Kannur","Payyannur","Copra","other","12/11/2019","8600","8800","8700"
"Kerala","Kannur","Payyannur","Cucumbar(Kheera)","Other","12/11/2019","2100","2300","2200"
"Kerala","Kannur","Payyannur","Pumpkin","Other","12/11/2019","2300","2500","2400"
"Kerala","Kannur","Payyannur","Tapioca","Other","12/11/2019","1900","2100","2000"
"Kerala","Kollam","Anchal","Amaranthus","Other","12/11/2019","4800","5000","4900"
"Kerala","Kollam","Anchal","Ashgourd","Other","12/11/2019","2800","3000","2900"
"Kerala","Kollam","Anchal","Banana","Nendra Bale","12/11/2019","7500","7700","7600"
"Kerala","Kollam","Anchal","Banana","Palayamthodan","12/11/2019","3800","4000","3900"
"Kerala","Kollam","Anchal","Banana","Poovan","12/11/2019","6800","7000","6900"
"Kerala","Kollam","Anchal","Banana","Red Banana","12/11/2019","4800","5000","4900"
"Kerala","Kollam","Anchal","Banana","Robusta","12/11/2019","2900","3100","3000"
"Kerala","Kollam","Anchal","Beetroot","Other","12/11/2019","4800","5000","4900"
"Kerala","Kollam","Anchal","Bitter gourd","Other","12/11/2019","7600","7800","7700"
"Kerala","Kollam","Anchal","Bottle gourd","Other","12/11/2019","1400","1600","1500"
"Kerala","Kollam","Anchal","Brinjal","Brinjal","12/11/2019","5500","5700","5600"
"Kerala","Kollam","Anchal","Cabbage","Other","12/11/2019","3500","3700","3600"
"Kerala","Kollam","Anchal","Capsicum","Capsicum","12/11/2019","5800","6000","5900"
"Kerala","Kollam","Anchal","Carrot","Carrot","12/11/2019","5800","6000","5900"
"Kerala","Kollam","Anchal","Cauliflower","Cauliflower","12/11/2019","3000","3200","3100"
"Kerala","Kollam","Anchal","Colacasia","Other","12/11/2019","8500","8700","8600"
"Kerala","Kollam","Anchal","Cucumbar(Kheera)","Other","12/11/2019","2300","2500","2400"
"Kerala","Kollam","Anchal","Drumstick","Other","12/11/2019","6800","7000","6900"
"Kerala","Kollam","Anchal","Onion","Other","12/11/2019","5500","5700","5600"
"Kerala","Kollam","Anchal","Potato","Other","12/11/2019","2800","3000","2900"
"Kerala","Kollam","Anchal","Pumpkin","Other","12/11/2019","1400","1600","1500"
"Kerala","Kollam","Anchal","Snakeguard","Other","12/11/2019","3800","4000","3900"
"Kerala","Kollam","Anchal","Tomato","Other","12/11/2019","4500","4700","4600"
"Kerala","Kottayam","Ettumanoor","Ashgourd","Other","12/11/2019","2600","2800","2700"
"Kerala","Kottayam","Ettumanoor","Banana","Banana - Ripe","12/11/2019","3500","3600","3600"
"Kerala","Kottayam","Ettumanoor","Banana - Green","Banana - Green","12/11/2019","3000","3200","3100"
"Kerala","Kottayam","Ettumanoor","Beetroot","Other","12/11/2019","3500","3600","3600"
"Kerala","Kottayam","Ettumanoor","Bhindi(Ladies Finger)","Other","12/11/2019","3500","3700","3600"
"Kerala","Kottayam","Ettumanoor","Bitter gourd","Other","12/11/2019","5500","5700","5600"
"Kerala","Kottayam","Ettumanoor","Brinjal","Other","12/11/2019","6700","6800","6800"
"Kerala","Kottayam","Ettumanoor","Cabbage","Other","12/11/2019","3000","3200","3100"
"Kerala","Kottayam","Ettumanoor","Carrot","Carrot","12/11/2019","5500","5700","5600"
"Kerala","Kottayam","Ettumanoor","Cluster beans","Other","12/11/2019","3600","3800","3700"
"Kerala","Kottayam","Ettumanoor","Coconut","Medium","12/11/2019","3200","3400","3300"
"Kerala","Kottayam","Ettumanoor","Colacasia","Other","12/11/2019","3500","3700","3600"
"Kerala","Kottayam","Ettumanoor","Cucumbar(Kheera)","Cucumbar","12/11/2019","2100","2200","2200"
"Kerala","Kottayam","Ettumanoor","Drumstick","Drumstick","12/11/2019","12000","12400","12200"
"Kerala","Kottayam","Ettumanoor","Elephant Yam (Suran)","Other","12/11/2019","2700","2800","2800"
"Kerala","Kottayam","Ettumanoor","Ginger(Green)","Green Ginger","12/11/2019","8000","8500","8500"
"Kerala","Kottayam","Ettumanoor","Green Chilli","Green Chilly","12/11/2019","3800","4000","3900"
"Kerala","Kottayam","Ettumanoor","Little gourd (Kundru)","Other","12/11/2019","4300","4400","4400"
"Kerala","Kottayam","Ettumanoor","Mango (Raw-Ripe)","Mango - Raw-Ripe","12/11/2019","5500","5700","5600"
"Kerala","Kottayam","Ettumanoor","Onion","Big","12/11/2019","6300","6500","6400"
"Kerala","Kottayam","Ettumanoor","Onion","Onion","12/11/2019","6600","6800","6700"
"Kerala","Kottayam","Ettumanoor","Potato","Potato","12/11/2019","3000","3200","3100"
"Kerala","Kottayam","Ettumanoor","Pumpkin","Pumpkin","12/11/2019","2100","2200","2200"
"Kerala","Kottayam","Ettumanoor","Snakeguard","Snakeguard","12/11/2019","4200","4300","4300"
"Kerala","Kottayam","Ettumanoor","Tapioca","Tapioca","12/11/2019","2400","2500","2500"
"Kerala","Kottayam","Ettumanoor","Tomato","Tomato","12/11/2019","2800","3000","2900"
"Kerala","Kottayam","Thalayolaparambu","Amaranthus","Amaranthus","12/11/2019","1700","2300","2000"
"Kerala","Kottayam","Thalayolaparambu","Ashgourd","Ashgourd","12/11/2019","2000","2500","2300"
"Kerala","Kottayam","Thalayolaparambu","Banana","Banana - Ripe","12/11/2019","3700","4300","4000"
"Kerala","Kottayam","Thalayolaparambu","Banana","Palayamthodan","12/11/2019","1700","2300","2000"
"Kerala","Kottayam","Thalayolaparambu","Banana","Poovan","12/11/2019","3000","3700","3300"
"Kerala","Kottayam","Thalayolaparambu","Banana","Robusta","12/11/2019","1600","2100","1900"
"Kerala","Kottayam","Thalayolaparambu","Banana - Green","Banana - Green","12/11/2019","2200","2700","2500"
"Kerala","Kottayam","Thalayolaparambu","Beetroot","Beetroot","12/11/2019","4000","4500","4300"
"Kerala","Kottayam","Thalayolaparambu","Bhindi(Ladies Finger)","Bhindi","12/11/2019","2700","3300","3000"
"Kerala","Kottayam","Thalayolaparambu","Bitter gourd","Bitter Gourd","12/11/2019","5700","6100","6000"
"Kerala","Kottayam","Thalayolaparambu","Brinjal","Brinjal","12/11/2019","4000","4700","4400"
"Kerala","Kottayam","Thalayolaparambu","Brinjal","Other","12/11/2019","3500","4000","3800"
"Kerala","Kottayam","Thalayolaparambu","Cabbage","Cabbage","12/11/2019","2800","3100","3000"
"Kerala","Kottayam","Thalayolaparambu","Carrot","Carrot","12/11/2019","5500","6000","5800"
"Kerala","Kottayam","Thalayolaparambu","Cauliflower","Cauliflower","12/11/2019","5500","7500","6500"
"Kerala","Kottayam","Thalayolaparambu","Cluster beans","Cluster Beans","12/11/2019","2300","2800","2600"
"Kerala","Kottayam","Thalayolaparambu","Coconut Oil","Other","12/11/2019","18200","18700","18500"
"Kerala","Kottayam","Thalayolaparambu","Colacasia","Other","12/11/2019","4000","4500","4300"
"Kerala","Kottayam","Thalayolaparambu","Cucumbar(Kheera)","Cucumbar","12/11/2019","1500","2100","1800"
"Kerala","Kottayam","Thalayolaparambu","Drumstick","Drumstick","12/11/2019","15000","15600","15300"
"Kerala","Kottayam","Thalayolaparambu","Elephant Yam (Suran)","Other","12/11/2019","2000","2500","2300"
"Kerala","Kottayam","Thalayolaparambu","Ginger(Green)","Green Ginger","12/11/2019","7000","7500","7300"
"Kerala","Kottayam","Thalayolaparambu","Green Chilli","Green Chilly","12/11/2019","4500","5500","5000"
"Kerala","Kottayam","Thalayolaparambu","Lemon","Other","12/11/2019","7000","7500","7300"
"Kerala","Kottayam","Thalayolaparambu","Little gourd (Kundru)","Other","12/11/2019","3300","3900","3500"
"Kerala","Kottayam","Thalayolaparambu","Mango","Other","12/11/2019","3300","3900","3600"
"Kerala","Kottayam","Thalayolaparambu","Onion","Big","12/11/2019","6800","7300","7000"
"Kerala","Kottayam","Thalayolaparambu","Onion","Onion","12/11/2019","5000","5500","5400"
"Kerala","Kottayam","Thalayolaparambu","Pineapple","Pine Apple","12/11/2019","2300","2700","2600"
"Kerala","Kottayam","Thalayolaparambu","Potato","Other","12/11/2019","2300","2800","2600"
"Kerala","Kottayam","Thalayolaparambu","Pumpkin","Pumpkin","12/11/2019","1200","1600","1400"
"Kerala","Kottayam","Thalayolaparambu","Snakeguard","Snakeguard","12/11/2019","3300","4000","3700"
"Kerala","Kottayam","Thalayolaparambu","Tapioca","Tapioca","12/11/2019","2000","2300","2200"
"Kerala","Kottayam","Thalayolaparambu","Tomato","Tomato","12/11/2019","2300","2500","2400"
"Kerala","Kozhikode(Calicut)","Kallachi","Amaranthus","Amaranthus","12/11/2019","2300","2700","2500"
"Kerala","Kozhikode(Calicut)","Kallachi","Amphophalus","Amphophalus","12/11/2019","2600","3000","2800"
"Kerala","Kozhikode(Calicut)","Kallachi","Ashgourd","Ashgourd","12/11/2019","2500","2900","2700"
"Kerala","Kozhikode(Calicut)","Kallachi","Banana","Nendra Bale","12/11/2019","4300","4700","4500"
"Kerala","Kozhikode(Calicut)","Kallachi","Banana","Palayamthodan","12/11/2019","2600","3000","2800"
"Kerala","Kozhikode(Calicut)","Kallachi","Banana","Rasakathai","12/11/2019","3400","3800","3600"
"Kerala","Kozhikode(Calicut)","Kallachi","Beetroot","Beetroot","12/11/2019","4600","5000","4800"
"Kerala","Kozhikode(Calicut)","Kallachi","Bitter gourd","Bitter Gourd","12/11/2019","4300","4700","4500"
"Kerala","Kozhikode(Calicut)","Kallachi","Bottle gourd","Bottle Gourd","12/11/2019","2800","3200","3000"
"Kerala","Kozhikode(Calicut)","Kallachi","Brinjal","Brinjal","12/11/2019","3400","3800","3600"
"Kerala","Kozhikode(Calicut)","Kallachi","Cabbage","Cabbage","12/11/2019","1800","2200","2000"
"Kerala","Kozhikode(Calicut)","Kallachi","Carrot","Carrot","12/11/2019","5300","5700","5500"
"Kerala","Kozhikode(Calicut)","Kallachi","Cluster beans","Cluster Beans","12/11/2019","2800","3200","3000"
"Kerala","Kozhikode(Calicut)","Kallachi","Cowpea(Veg)","Cowpea (Veg)","12/11/2019","3300","3700","3500"
"Kerala","Kozhikode(Calicut)","Kallachi","Drumstick","Drumstick","12/11/2019","10800","20200","20000"
"Kerala","Kozhikode(Calicut)","Kallachi","Ginger(Green)","Green Ginger","12/11/2019","6800","7200","7000"
"Kerala","Kozhikode(Calicut)","Kallachi","Green Chilli","Green Chilly","12/11/2019","3600","4000","3800"
"Kerala","Kozhikode(Calicut)","Kallachi","Onion","Other","12/11/2019","6300","6700","6500"
"Kerala","Kozhikode(Calicut)","Kallachi","Potato","Other","12/11/2019","2300","2700","2500"
"Kerala","Kozhikode(Calicut)","Kallachi","Pumpkin","Pumpkin","12/11/2019","1800","2200","2000"
"Kerala","Kozhikode(Calicut)","Kallachi","Snakeguard","Snakeguard","12/11/2019","3300","3700","3500"
"Kerala","Kozhikode(Calicut)","Kallachi","Tomato","Tomato","12/11/2019","1400","1800","1600"
"Kerala","Kozhikode(Calicut)","Mukkom","Amaranthus","Amaranthus","12/11/2019","1600","2000","1800"
"Kerala","Kozhikode(Calicut)","Mukkom","Amphophalus","Amphophalus","12/11/2019","2600","3000","2800"
"Kerala","Kozhikode(Calicut)","Mukkom","Apple","Other","12/11/2019","8000","9000","8500"
"Kerala","Kozhikode(Calicut)","Mukkom","Ashgourd","Other","12/11/2019","2200","2600","2400"
"Kerala","Kozhikode(Calicut)","Mukkom","Banana","Other","12/11/2019","4000","4400","4200"
"Kerala","Kozhikode(Calicut)","Mukkom","Banana - Green","Banana - Green","12/11/2019","2600","3000","2800"
"Kerala","Kozhikode(Calicut)","Mukkom","Beetroot","Beetroot","12/11/2019","2600","3000","2800"
"Kerala","Kozhikode(Calicut)","Palayam","Amaranthus","Other","12/11/2019","2200","2400","2300"
"Kerala","Kozhikode(Calicut)","Palayam","Amphophalus","Other","12/11/2019","2100","2300","2200"
"Kerala","Kozhikode(Calicut)","Palayam","Ashgourd","Other","12/11/2019","1900","2100","2000"
"Kerala","Kozhikode(Calicut)","Palayam","Banana - Green","Other","12/11/2019","3100","3300","3200"
"Kerala","Kozhikode(Calicut)","Palayam","Beetroot","Other","12/11/2019","3900","4100","4000"
"Kerala","Kozhikode(Calicut)","Palayam","Bhindi(Ladies Finger)","Other","12/11/2019","2400","2600","2500"
"Kerala","Kozhikode(Calicut)","Palayam","Bitter gourd","Bitter Gourd","12/11/2019","2600","2800","2700"
"Kerala","Kozhikode(Calicut)","Palayam","Bottle gourd","Other","12/11/2019","2100","2300","2200"
"Kerala","Kozhikode(Calicut)","Palayam","Brinjal","Other","12/11/2019","3100","3300","3200"
"Kerala","Kozhikode(Calicut)","Palayam","Cabbage","Other","12/11/2019","1700","1900","1800"
"Kerala","Kozhikode(Calicut)","Palayam","Carrot","Other","12/11/2019","4600","4800","4700"
"Kerala","Kozhikode(Calicut)","Palayam","Cauliflower","Other","12/11/2019","3200","3400","3300"
"Kerala","Kozhikode(Calicut)","Palayam","Cluster beans","Other","12/11/2019","2700","2900","2800"
"Kerala","Kozhikode(Calicut)","Palayam","Coconut Seed","Other","12/11/2019","3300","3500","3400"
"Kerala","Kozhikode(Calicut)","Palayam","Cowpea(Veg)","Other","12/11/2019","2900","3100","3000"
"Kerala","Kozhikode(Calicut)","Palayam","Cucumbar(Kheera)","Other","12/11/2019","1400","1600","1500"
"Kerala","Kozhikode(Calicut)","Palayam","Drumstick","Other","12/11/2019","19900","20100","20000"
"Kerala","Kozhikode(Calicut)","Palayam","French Beans (Frasbean)","Other","12/11/2019","1900","2100","2000"
"Kerala","Kozhikode(Calicut)","Palayam","Ginger(Green)","Other","12/11/2019","6900","7100","7000"
"Kerala","Kozhikode(Calicut)","Palayam","Green Chilli","Other","12/11/2019","3200","3400","3300"
"Kerala","Kozhikode(Calicut)","Palayam","Potato","Other","12/11/2019","2000","2200","2100"
"Kerala","Kozhikode(Calicut)","Palayam","Pumpkin","Other","12/11/2019","1400","1600","1500"
"Kerala","Kozhikode(Calicut)","Palayam","Raddish","Other","12/11/2019","2000","2200","2100"
"Kerala","Kozhikode(Calicut)","Palayam","Snakeguard","Other","12/11/2019","2700","2900","2800"
"Kerala","Kozhikode(Calicut)","Palayam","Tomato","Other","12/11/2019","1050","1150","1100"
"Kerala","Kozhikode(Calicut)","Perambra","Tomato","Tomato","12/11/2019","2400","2600","2500"
"Kerala","Kozhikode(Calicut)","Quilandy","Amaranthus","Other","12/11/2019","2400","2500","2400"
"Kerala","Kozhikode(Calicut)","Quilandy","Amphophalus","Other","12/11/2019","2600","2800","2700"
"Kerala","Kozhikode(Calicut)","Quilandy","Ashgourd","Other","12/11/2019","2200","2500","2400"
"Kerala","Kozhikode(Calicut)","Quilandy","Banana - Green","Other","12/11/2019","3400","3500","3500"
"Kerala","Kozhikode(Calicut)","Quilandy","Beetroot","Other","12/11/2019","4500","4800","4700"
"Kerala","Kozhikode(Calicut)","Quilandy","Bhindi(Ladies Finger)","Other","12/11/2019","2900","3200","3000"
"Kerala","Kozhikode(Calicut)","Quilandy","Bitter gourd","Other","12/11/2019","3300","3500","3400"
"Kerala","Kozhikode(Calicut)","Quilandy","Bottle gourd","Other","12/11/2019","2700","2800","2800"
"Kerala","Kozhikode(Calicut)","Quilandy","Brinjal","Other","12/11/2019","3000","3200","3100"
"Kerala","Kozhikode(Calicut)","Quilandy","Cabbage","Other","12/11/2019","1600","1800","1700"
"Kerala","Kozhikode(Calicut)","Quilandy","Carrot","Other","12/11/2019","5200","5500","5400"
"Kerala","Kozhikode(Calicut)","Quilandy","Cauliflower","Other","12/11/2019","4200","4500","4500"
"Kerala","Kozhikode(Calicut)","Quilandy","Cluster beans","Other","12/11/2019","3200","3500","3300"
"Kerala","Kozhikode(Calicut)","Quilandy","Coriander(Leaves)","Other","12/11/2019","11500","12000","11800"
"Kerala","Kozhikode(Calicut)","Quilandy","Cowpea(Veg)","Other","12/11/2019","3200","3500","3300"
"Kerala","Kozhikode(Calicut)","Quilandy","Cucumbar(Kheera)","Other","12/11/2019","1300","1500","1400"
"Kerala","Kozhikode(Calicut)","Quilandy","Drumstick","Other","12/11/2019","16500","17000","16700"
"Kerala","Kozhikode(Calicut)","Quilandy","French Beans (Frasbean)","Other","12/11/2019","3200","3500","3300"
"Kerala","Kozhikode(Calicut)","Quilandy","Ginger(Green)","Other","12/11/2019","6000","6500","6500"
"Kerala","Kozhikode(Calicut)","Quilandy","Green Chilli","Other","12/11/2019","3500","3800","3700"
"Kerala","Kozhikode(Calicut)","Quilandy","Onion","Other","12/11/2019","6700","6800","6800"
"Kerala","Kozhikode(Calicut)","Quilandy","Potato","Other","12/11/2019","2500","2600","2500"
"Kerala","Kozhikode(Calicut)","Quilandy","Pumpkin","Other","12/11/2019","1700","2000","1900"
"Kerala","Kozhikode(Calicut)","Quilandy","Snakeguard","Other","12/11/2019","3000","3200","3100"
"Kerala","Kozhikode(Calicut)","Quilandy","Tomato","Other","12/11/2019","1300","1400","1300"
"Kerala","Malappuram","Manjeri","Amaranthus","Other","12/11/2019","1600","1700","1650"
"Kerala","Malappuram","Manjeri","Apple","Other","12/11/2019","6800","6900","6850"
"Kerala","Malappuram","Manjeri","Ashgourd","Other","12/11/2019","1900","2000","1950"
"Kerala","Malappuram","Manjeri","Banana","Other","12/11/2019","3500","3600","3550"
"Kerala","Malappuram","Manjeri","Beetroot","Other","12/11/2019","2500","2600","2550"
"Kerala","Malappuram","Manjeri","Bengal Gram(Gram)(Whole)","Bold","12/11/2019","6900","7000","6950"
"Kerala","Malappuram","Manjeri","Bhindi(Ladies Finger)","Other","12/11/2019","3100","3200","3150"
"Kerala","Malappuram","Manjeri","Bitter gourd","Other","12/11/2019","3200","3300","3250"
"Kerala","Malappuram","Manjeri","Bottle gourd","Other","12/11/2019","1200","1300","1250"
"Kerala","Malappuram","Manjeri","Brinjal","Other","12/11/2019","2100","2200","2150"
"Kerala","Malappuram","Manjeri","Cabbage","Other","12/11/2019","1500","1600","1550"
"Kerala","Malappuram","Manjeri","Capsicum","Other","12/11/2019","5000","5100","5050"
"Kerala","Malappuram","Manjeri","Carrot","Other","12/11/2019","4500","4600","4550"
"Kerala","Malappuram","Manjeri","Cauliflower","Other","12/11/2019","3300","3400","3350"
"Kerala","Malappuram","Manjeri","Chikoos(Sapota)","Other","12/11/2019","3700","3800","3750"
"Kerala","Malappuram","Manjeri","Coconut","Other","12/11/2019","2900","3000","2950"
"Kerala","Malappuram","Manjeri","Colacasia","Other","12/11/2019","4900","5000","4950"
